pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_umap_pc1,residual_umap_pc2
b03_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b03_numeric_distortion,hallucinated_b03_numeric_distortion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au2. Supporting note: The abbreviation comes from the Latin word aurum.,0.25959908962249756,b03,4.8237405,0.22906911
b03_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b03_role_inversion,hallucinated_b03_role_inversion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Au has the chemical symbol gold rather than gold having the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.5004174709320068,b03,5.2952795,4.8477015
b04_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b04_causal_substitution,hallucinated_b04_causal_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the capital of Portugal because it is the country's tallest mountain. Supporting note: It lies on the western side of the Iberian Peninsula.,0.39743536710739136,b04,8.329302,1.7736793
b04_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b04_definition_substitution,hallucinated_b04_definition_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the largest province of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.733781099319458,b04,6.183,1.0431669
b04_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b04_entity_swap,hallucinated_b04_entity_swap,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Madrid is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4178992211818695,b04,6.5154386,1.0701606
b04_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b04_numeric_distortion,hallucinated_b04_numeric_distortion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is one of the two capitals of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.3518681526184082,b04,3.9531677,0.06812201
b04_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b04_role_inversion,hallucinated_b04_role_inversion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Portugal is the capital of Lisbon rather than Lisbon being the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4623207151889801,b04,4.987031,4.7210965
b05_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b05_causal_substitution,hallucinated_b05_causal_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because the Moon covers different parts of the sky on a schedule. Supporting note: The cycle repeats over roughly twenty-four hours.,0.41243427991867065,b05,7.5925756,1.12746
b05_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b05_definition_substitution,hallucinated_b05_definition_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth revolves on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.08342492580413818,b05,6.2652683,2.544367
b05_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b05_entity_swap,hallucinated_b05_entity_swap,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Mars rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.6020809412002563,b05,4.124675,0.5189881
b05_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b05_numeric_distortion,hallucinated_b05_numeric_distortion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth rotates on its axis every twelve hours. Supporting note: The cycle repeats over roughly twenty-four hours.,0.14168234169483185,b05,5.789075,1.785012
b05_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b05_role_inversion,hallucinated_b05_role_inversion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Earth rotates because day and night alternate rather than day and night alternating because Earth rotates. Supporting note: The cycle repeats over roughly twenty-four hours.,0.47352680563926697,b05,6.6259775,3.3502882
b06_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b06_causal_substitution,hallucinated_b06_causal_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote Pride and Prejudice because the title was assigned to her by a royal court. Supporting note: The novel is a standard work in English literature courses.,0.5603975057601929,b06,8.525354,2.0831902
b06_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b06_definition_substitution,hallucinated_b06_definition_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen translated Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6839460730552673,b06,4.83132,1.0279615
b06_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b06_entity_swap,hallucinated_b06_entity_swap,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Charlotte Bronte wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.36970776319503784,b06,6.457624,0.26619005
b06_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b06_numeric_distortion,hallucinated_b06_numeric_distortion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote the three-volume poem Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.4669516682624817,b06,5.142286,-0.836786
b06_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b06_role_inversion,hallucinated_b06_role_inversion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Pride and Prejudice wrote Jane Austen rather than Jane Austen writing Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6821163892745972,b06,4.71893,4.540502
b07_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b07_causal_substitution,hallucinated_b07_causal_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the layer directly beneath Earth's crust because sunlight pushes it downward. Supporting note: It is made largely of hot rock over geological timescales.,0.23953384160995483,b07,7.116737,2.1375911
b07_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b07_definition_substitution,hallucinated_b07_definition_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the atmosphere directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3985949456691742,b07,7.7137737,0.28036028
b07_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b07_entity_swap,hallucinated_b07_entity_swap,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The core is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.651865541934967,b07,6.9215975,0.6078146
b07_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b07_numeric_distortion,hallucinated_b07_numeric_distortion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the second layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3570222556591034,b07,3.7094092,0.3995624
b07_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b07_role_inversion,hallucinated_b07_role_inversion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: Earth's crust is the layer directly beneath the mantle rather than the mantle being directly beneath the crust. Supporting note: It is made largely of hot rock over geological timescales.,0.4388052523136139,b07,5.976876,4.487206
b08_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b08_causal_substitution,hallucinated_b08_causal_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures body temperature because it listens to the heartbeat. Supporting note: Clinicians use it when checking for fever.,0.28552642464637756,b08,8.121954,2.4596992
b08_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b08_definition_substitution,hallucinated_b08_definition_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer is a treatment for body temperature. Supporting note: Clinicians use it when checking for fever.,0.4514749348163605,b08,4.889017,0.6855185
b08_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b08_entity_swap,hallucinated_b08_entity_swap,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A stethoscope measures body temperature. Supporting note: Clinicians use it when checking for fever.,0.5668410658836365,b08,5.4850006,1.9890748
b08_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b08_numeric_distortion,hallucinated_b08_numeric_distortion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures the body's ten-point temperature scale. Supporting note: Clinicians use it when checking for fever.,0.39025089144706726,b08,6.54926,-0.19747916
b08_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b08_role_inversion,hallucinated_b08_role_inversion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: Body temperature measures a thermometer rather than a thermometer measuring body temperature. Supporting note: Clinicians use it when checking for fever.,0.42234161496162415,b08,4.763193,3.5985315
b09_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b09_causal_substitution,hallucinated_b09_causal_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten amendments because the Supreme Court rewrites them daily. Supporting note: These amendments protect a set of foundational civil liberties.,0.3555566668510437,b09,7.8167777,0.8938624
b09_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b09_definition_substitution,hallucinated_b09_definition_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten court rulings. Supporting note: These amendments protect a set of foundational civil liberties.,0.4965123236179352,b09,4.8997803,2.0962982
b09_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b09_entity_swap,hallucinated_b09_entity_swap,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Constitution contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.39762845635414124,b09,6.2771344,0.58701956
b09_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b09_numeric_distortion,hallucinated_b09_numeric_distortion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains twelve amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.2927588224411011,b09,5.2404904,-0.33483812
b09_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b09_role_inversion,hallucinated_b09_role_inversion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: Ten amendments contain the Bill of Rights rather than the Bill of Rights containing ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.5468801259994507,b09,5.1514435,4.1867504
b10_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b10_causal_substitution,hallucinated_b10_causal_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with an opposite meaning because opposite words always rhyme. Supporting note: This concept is taught in basic vocabulary study.,0.4339550733566284,b10,7.3043056,1.6571547
b10_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b10_definition_substitution,hallucinated_b10_definition_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a sentence with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3356630504131317,b10,5.7853093,1.8930571
b10_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b10_entity_swap,hallucinated_b10_entity_swap,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: A synonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.633307158946991,b10,7.2180624,1.5287615
b10_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b10_numeric_distortion,hallucinated_b10_numeric_distortion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with two opposite meanings at once. Supporting note: This concept is taught in basic vocabulary study.,0.3355739712715149,b10,4.4245763,-0.10363269
b10_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b10_role_inversion,hallucinated_b10_role_inversion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An opposite meaning is a word with an antonym rather than an antonym being a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3661818504333496,b10,5.651667,3.0182343
b11_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b11_causal_substitution,hallucinated_b11_causal_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has three sides because parallel lines force it to close that way. Supporting note: This is one of the most basic geometric definitions.,0.5501563549041748,b11,8.074365,2.6649969
b11_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b11_definition_substitution,hallucinated_b11_definition_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle is a curve with three sides. Supporting note: This is one of the most basic geometric definitions.,0.49276867508888245,b11,5.4085784,0.6863191
b11_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b11_entity_swap,hallucinated_b11_entity_swap,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A square has three sides. Supporting note: This is one of the most basic geometric definitions.,0.6712357997894287,b11,4.3719883,0.9136816
b11_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b11_numeric_distortion,hallucinated_b11_numeric_distortion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has four sides. Supporting note: This is one of the most basic geometric definitions.,0.3792547583580017,b11,6.3520722,2.1474931
b11_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b11_role_inversion,hallucinated_b11_role_inversion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: Three sides have a triangle rather than a triangle having three sides. Supporting note: This is one of the most basic geometric definitions.,0.6606890559196472,b11,5.1995277,4.696212
b12_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b12_causal_substitution,hallucinated_b12_causal_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four strings because the wood grain grows in quarters. Supporting note: The instrument is commonly tuned in fifths.,0.3012142777442932,b12,6.8629227,2.8410985
b12_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b12_definition_substitution,hallucinated_b12_definition_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four keys. Supporting note: The instrument is commonly tuned in fifths.,0.5807474255561829,b12,5.264547,1.591208
b12_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b12_entity_swap,hallucinated_b12_entity_swap,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard cello has four strings. Supporting note: The instrument is commonly tuned in fifths.,0.5580068826675415,b12,6.827669,1.279171
b12_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b12_numeric_distortion,hallucinated_b12_numeric_distortion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has five strings. Supporting note: The instrument is commonly tuned in fifths.,0.24223478138446808,b12,5.7144804,0.922493
b12_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b12_role_inversion,hallucinated_b12_role_inversion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: Four strings have a standard violin rather than a standard violin having four strings. Supporting note: The instrument is commonly tuned in fifths.,0.4153369069099426,b12,5.283285,4.2523775
b13_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b13_causal_substitution,hallucinated_b13_causal_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the digits 0 and 1 because processors can only display two colors. Supporting note: This representation underlies digital computation.,0.3759727478027344,b13,7.532773,2.3097882
b13_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b13_definition_substitution,hallucinated_b13_definition_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the letters 0 and 1. Supporting note: This representation underlies digital computation.,0.36038318276405334,b13,5.1943946,0.30684945
b13_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b13_entity_swap,hallucinated_b13_entity_swap,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Decimal uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.74888014793396,b13,7.0119805,0.2382153
b13_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b13_numeric_distortion,hallucinated_b13_numeric_distortion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,"Claim: Binary uses the digits 0, 1, and 2. Supporting note: This representation underlies digital computation.",0.12947571277618408,b13,5.5483546,-0.11235537
b13_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b13_role_inversion,hallucinated_b13_role_inversion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: The digits 0 and 1 use binary rather than binary using the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.43415555357933044,b13,5.815224,4.0272274
b14_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b14_causal_substitution,hallucinated_b14_causal_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general price level because coins become physically larger. Supporting note: It reduces purchasing power when wages do not keep up.,0.3520808815956116,b14,6.0474954,2.3376174
b14_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b14_definition_substitution,hallucinated_b14_definition_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general employment level. Supporting note: It reduces purchasing power when wages do not keep up.,0.28900855779647827,b14,5.9931107,0.4521865
b14_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b14_entity_swap,hallucinated_b14_entity_swap,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Deflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.5191300511360168,b14,5.8061147,0.7868275
b14_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b14_numeric_distortion,hallucinated_b14_numeric_distortion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained tenfold rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.3337961733341217,b14,6.6635947,-0.10940847
b14_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b14_role_inversion,hallucinated_b14_role_inversion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: The general price level refers to inflation rather than inflation referring to the price level trend. Supporting note: It reduces purchasing power when wages do not keep up.,0.7097803950309753,b14,7.635684,2.5290134
b15_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b15_causal_substitution,hallucinated_b15_causal_substitution,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has five players on the court because each hoop requires two defenders and a referee. Supporting note: Bench players are not counted in the live on-court lineup.,0.23682142794132233,b15,7.092428,2.4857008
b15_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b15_definition_substitution,hallucinated_b15_definition_substitution,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has five coaches on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.6337524056434631,b15,4.809616,1.5475173
b15_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b15_entity_swap,hallucinated_b15_entity_swap,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard soccer team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.5585151314735413,b15,5.9511094,0.30635378
b15_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b15_numeric_distortion,hallucinated_b15_numeric_distortion,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has six players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,0.18234963715076447,b15,6.7491026,1.711739
b15_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b15_role_inversion,hallucinated_b15_role_inversion,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: Five players have a basketball court at one time rather than a basketball team having five players on the court. Supporting note: Bench players are not counted in the live on-court lineup.,0.5593881011009216,b15,5.6460385,4.253669
