pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_pc1,residual_pc2,residual_pc3
b03_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b03_causal_substitution,hallucinated_b03_causal_substitution,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au because its atoms are heavier than silver. Supporting note: The abbreviation comes from the Latin word aurum.,0.4003487825393677,b03,-0.015997242,0.15925899,-0.05458082
b03_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b03_definition_substitution,hallucinated_b03_definition_substitution,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical formula Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.31042352318763733,b03,-0.077844314,-0.05012328,-0.04604346
b03_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b03_entity_swap,hallucinated_b03_entity_swap,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Ag. Supporting note: The abbreviation comes from the Latin word aurum.,0.3162468671798706,b03,-0.051359333,-0.04715898,0.018848056
b03_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b03_numeric_distortion,hallucinated_b03_numeric_distortion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au2. Supporting note: The abbreviation comes from the Latin word aurum.,0.25959908962249756,b03,-0.09643374,-0.059923045,0.03990576
b03_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b03_role_inversion,hallucinated_b03_role_inversion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Au has the chemical symbol gold rather than gold having the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.5004174709320068,b03,0.24163453,-0.0020537071,0.041870505
b04_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b04_causal_substitution,hallucinated_b04_causal_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the capital of Portugal because it is the country's tallest mountain. Supporting note: It lies on the western side of the Iberian Peninsula.,0.39743536710739136,b04,-0.069672816,0.15541522,-0.16902219
b04_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b04_definition_substitution,hallucinated_b04_definition_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the largest province of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.733781099319458,b04,-0.110700205,0.03599208,0.24376614
b04_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b04_entity_swap,hallucinated_b04_entity_swap,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Madrid is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4178992211818695,b04,-0.0014570017,-0.071133666,-0.112526506
b04_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b04_numeric_distortion,hallucinated_b04_numeric_distortion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is one of the two capitals of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.3518681526184082,b04,-0.075793974,-0.0475672,0.044990674
b04_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b04_role_inversion,hallucinated_b04_role_inversion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Portugal is the capital of Lisbon rather than Lisbon being the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4623207151889801,b04,0.25762394,-0.07270659,-0.0072081233
b05_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b05_causal_substitution,hallucinated_b05_causal_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because the Moon covers different parts of the sky on a schedule. Supporting note: The cycle repeats over roughly twenty-four hours.,0.41243427991867065,b05,-0.012719696,0.013961409,0.030221896
b05_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b05_definition_substitution,hallucinated_b05_definition_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth revolves on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.08342492580413818,b05,-0.032766372,0.010864509,-0.025422039
b05_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b05_entity_swap,hallucinated_b05_entity_swap,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Mars rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.6020809412002563,b05,-0.02772601,-0.114043966,0.076995134
b05_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b05_numeric_distortion,hallucinated_b05_numeric_distortion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth rotates on its axis every twelve hours. Supporting note: The cycle repeats over roughly twenty-four hours.,0.14168234169483185,b05,-0.035740938,-0.00078454596,-0.01092541
b05_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b05_role_inversion,hallucinated_b05_role_inversion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Earth rotates because day and night alternate rather than day and night alternating because Earth rotates. Supporting note: The cycle repeats over roughly twenty-four hours.,0.47352680563926697,b05,0.10895304,0.09000264,-0.07086968
b06_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b06_causal_substitution,hallucinated_b06_causal_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote Pride and Prejudice because the title was assigned to her by a royal court. Supporting note: The novel is a standard work in English literature courses.,0.5603975057601929,b06,-0.040501542,0.2191821,-0.17222571
b06_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b06_definition_substitution,hallucinated_b06_definition_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen translated Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6839460730552673,b06,-0.04614126,-0.25641036,0.04213633
b06_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b06_entity_swap,hallucinated_b06_entity_swap,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Charlotte Bronte wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.36970776319503784,b06,-0.09755518,0.0114625385,0.0064886166
b06_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b06_numeric_distortion,hallucinated_b06_numeric_distortion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote the three-volume poem Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.4669516682624817,b06,-0.14905581,0.0093216635,0.0661765
b06_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b06_role_inversion,hallucinated_b06_role_inversion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Pride and Prejudice wrote Jane Austen rather than Jane Austen writing Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6821163892745972,b06,0.3332537,0.01644401,0.057424255
b07_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b07_causal_substitution,hallucinated_b07_causal_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the layer directly beneath Earth's crust because sunlight pushes it downward. Supporting note: It is made largely of hot rock over geological timescales.,0.23953384160995483,b07,-0.015975997,0.057166632,-0.016195862
b07_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b07_definition_substitution,hallucinated_b07_definition_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the atmosphere directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3985949456691742,b07,-0.024441361,-0.02993581,0.00953287
b07_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b07_entity_swap,hallucinated_b07_entity_swap,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The core is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.651865541934967,b07,-0.049238946,-0.057219822,-0.09183318
b07_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b07_numeric_distortion,hallucinated_b07_numeric_distortion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the second layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3570222556591034,b07,-0.071244046,-0.005901935,0.11384847
b07_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b07_role_inversion,hallucinated_b07_role_inversion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: Earth's crust is the layer directly beneath the mantle rather than the mantle being directly beneath the crust. Supporting note: It is made largely of hot rock over geological timescales.,0.4388052523136139,b07,0.16090037,0.03589099,-0.01535233
b08_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b08_causal_substitution,hallucinated_b08_causal_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures body temperature because it listens to the heartbeat. Supporting note: Clinicians use it when checking for fever.,0.28552642464637756,b08,-0.018001836,0.1446294,-0.05712655
b08_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b08_definition_substitution,hallucinated_b08_definition_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer is a treatment for body temperature. Supporting note: Clinicians use it when checking for fever.,0.4514749348163605,b08,-0.03652285,-0.08887463,-0.031582985
b08_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b08_entity_swap,hallucinated_b08_entity_swap,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A stethoscope measures body temperature. Supporting note: Clinicians use it when checking for fever.,0.5668410658836365,b08,-0.056078214,-0.0021914896,0.16952622
b08_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b08_numeric_distortion,hallucinated_b08_numeric_distortion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures the body's ten-point temperature scale. Supporting note: Clinicians use it when checking for fever.,0.39025089144706726,b08,-0.055195242,-0.05133525,-0.07796754
b08_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b08_role_inversion,hallucinated_b08_role_inversion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: Body temperature measures a thermometer rather than a thermometer measuring body temperature. Supporting note: Clinicians use it when checking for fever.,0.42234161496162415,b08,0.165798,-0.0022279427,-0.0028491288
b09_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b09_causal_substitution,hallucinated_b09_causal_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten amendments because the Supreme Court rewrites them daily. Supporting note: These amendments protect a set of foundational civil liberties.,0.3555566668510437,b09,-0.045710176,0.07153603,-0.029152598
b09_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b09_definition_substitution,hallucinated_b09_definition_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten court rulings. Supporting note: These amendments protect a set of foundational civil liberties.,0.4965123236179352,b09,-0.056453988,0.01072226,0.036614098
b09_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b09_entity_swap,hallucinated_b09_entity_swap,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Constitution contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.39762845635414124,b09,-0.06400929,-0.07398034,-0.07364748
b09_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b09_numeric_distortion,hallucinated_b09_numeric_distortion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains twelve amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.2927588224411011,b09,-0.10596784,0.028780052,0.06184323
b09_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b09_role_inversion,hallucinated_b09_role_inversion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: Ten amendments contain the Bill of Rights rather than the Bill of Rights containing ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.5468801259994507,b09,0.27214113,-0.03705798,0.004342748
b10_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b10_causal_substitution,hallucinated_b10_causal_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with an opposite meaning because opposite words always rhyme. Supporting note: This concept is taught in basic vocabulary study.,0.4339550733566284,b10,-0.037087042,0.09542913,0.009887661
b10_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b10_definition_substitution,hallucinated_b10_definition_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a sentence with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3356630504131317,b10,0.018065223,-0.013246733,-0.0047187153
b10_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b10_entity_swap,hallucinated_b10_entity_swap,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: A synonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.633307158946991,b10,0.0061509823,-0.030918572,-0.08519342
b10_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b10_numeric_distortion,hallucinated_b10_numeric_distortion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with two opposite meanings at once. Supporting note: This concept is taught in basic vocabulary study.,0.3355739712715149,b10,-0.05785299,-0.046185426,0.07307544
b10_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b10_role_inversion,hallucinated_b10_role_inversion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An opposite meaning is a word with an antonym rather than an antonym being a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3661818504333496,b10,0.07072379,-0.00507842,0.006949032
b11_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b11_causal_substitution,hallucinated_b11_causal_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has three sides because parallel lines force it to close that way. Supporting note: This is one of the most basic geometric definitions.,0.5501563549041748,b11,-0.15647641,0.22654419,-0.04155417
b11_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b11_definition_substitution,hallucinated_b11_definition_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle is a curve with three sides. Supporting note: This is one of the most basic geometric definitions.,0.49276867508888245,b11,-0.099571556,-0.0025185558,-0.01991223
b11_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b11_entity_swap,hallucinated_b11_entity_swap,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A square has three sides. Supporting note: This is one of the most basic geometric definitions.,0.6712357997894287,b11,-0.05618317,-0.1411593,0.02836943
b11_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b11_numeric_distortion,hallucinated_b11_numeric_distortion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has four sides. Supporting note: This is one of the most basic geometric definitions.,0.3792547583580017,b11,-0.06683398,-0.055872466,-0.015362062
b11_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b11_role_inversion,hallucinated_b11_role_inversion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: Three sides have a triangle rather than a triangle having three sides. Supporting note: This is one of the most basic geometric definitions.,0.6606890559196472,b11,0.37906513,-0.026993811,0.048458997
b12_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b12_causal_substitution,hallucinated_b12_causal_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four strings because the wood grain grows in quarters. Supporting note: The instrument is commonly tuned in fifths.,0.3012142777442932,b12,-0.02218256,0.051486835,-0.024592265
b12_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b12_definition_substitution,hallucinated_b12_definition_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four keys. Supporting note: The instrument is commonly tuned in fifths.,0.5807474255561829,b12,-0.069417536,0.014455761,0.031543285
b12_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b12_entity_swap,hallucinated_b12_entity_swap,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard cello has four strings. Supporting note: The instrument is commonly tuned in fifths.,0.5580068826675415,b12,-0.06618508,-0.014244534,-0.010561174
b12_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b12_numeric_distortion,hallucinated_b12_numeric_distortion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has five strings. Supporting note: The instrument is commonly tuned in fifths.,0.24223478138446808,b12,-0.041121583,-0.024291927,-0.016232364
b12_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b12_role_inversion,hallucinated_b12_role_inversion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: Four strings have a standard violin rather than a standard violin having four strings. Supporting note: The instrument is commonly tuned in fifths.,0.4153369069099426,b12,0.19890676,-0.027406115,0.019842545
b13_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b13_causal_substitution,hallucinated_b13_causal_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the digits 0 and 1 because processors can only display two colors. Supporting note: This representation underlies digital computation.,0.3759727478027344,b13,-0.041039146,0.11374737,-0.015881987
b13_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b13_definition_substitution,hallucinated_b13_definition_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the letters 0 and 1. Supporting note: This representation underlies digital computation.,0.36038318276405334,b13,-0.003246572,0.049367428,0.032577045
b13_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b13_entity_swap,hallucinated_b13_entity_swap,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Decimal uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.74888014793396,b13,-0.01264878,-0.23425016,-0.091738306
b13_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b13_numeric_distortion,hallucinated_b13_numeric_distortion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,"Claim: Binary uses the digits 0, 1, and 2. Supporting note: This representation underlies digital computation.",0.12947571277618408,b13,-0.084886886,0.035400484,0.050554466
b13_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b13_role_inversion,hallucinated_b13_role_inversion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: The digits 0 and 1 use binary rather than binary using the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.43415555357933044,b13,0.14182143,0.035734948,0.024488583
b14_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b14_causal_substitution,hallucinated_b14_causal_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general price level because coins become physically larger. Supporting note: It reduces purchasing power when wages do not keep up.,0.3520808815956116,b14,-0.042570166,-0.022822186,-0.077645436
b14_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b14_definition_substitution,hallucinated_b14_definition_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general employment level. Supporting note: It reduces purchasing power when wages do not keep up.,0.28900855779647827,b14,-0.0120991245,-0.06262419,-0.0036409097
b14_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b14_entity_swap,hallucinated_b14_entity_swap,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Deflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.5191300511360168,b14,-0.016810557,-0.06684749,0.01747269
b14_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b14_numeric_distortion,hallucinated_b14_numeric_distortion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained tenfold rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.3337961733341217,b14,-0.03713317,-0.10646715,-0.045851104
b14_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b14_role_inversion,hallucinated_b14_role_inversion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: The general price level refers to inflation rather than inflation referring to the price level trend. Supporting note: It reduces purchasing power when wages do not keep up.,0.7097803950309753,b14,0.108613,0.25876102,0.10966483
b15_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b15_causal_substitution,hallucinated_b15_causal_substitution,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has five players on the court because each hoop requires two defenders and a referee. Supporting note: Bench players are not counted in the live on-court lineup.,0.23682142794132233,b15,-0.030316325,0.04078436,-0.04973652
