pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,raw_pc1,raw_pc2,raw_pc3
b03_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b03_causal_substitution,hallucinated_b03_causal_substitution,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au because its atoms are heavier than silver. Supporting note: The abbreviation comes from the Latin word aurum.,0.4003487825393677,b03,0.0059068394,-0.14415336,0.10852308
b03_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b03_definition_substitution,hallucinated_b03_definition_substitution,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical formula Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.31042352318763733,b03,-0.04531065,-0.02581635,-0.023848495
b03_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b03_entity_swap,hallucinated_b03_entity_swap,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Ag. Supporting note: The abbreviation comes from the Latin word aurum.,0.3162468671798706,b03,-0.032889828,-0.011728066,0.006113937
b03_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b03_numeric_distortion,hallucinated_b03_numeric_distortion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au2. Supporting note: The abbreviation comes from the Latin word aurum.,0.25959908962249756,b03,-0.07118152,-0.0026734413,0.034882605
b03_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b03_role_inversion,hallucinated_b03_role_inversion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Au has the chemical symbol gold rather than gold having the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.5004174709320068,b03,0.26021454,-0.03177635,0.06182039
b04_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b04_causal_substitution,hallucinated_b04_causal_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the capital of Portugal because it is the country's tallest mountain. Supporting note: It lies on the western side of the Iberian Peninsula.,0.39743536710739136,b04,-0.07280344,-0.13598408,0.089956634
b04_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b04_definition_substitution,hallucinated_b04_definition_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the largest province of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.733781099319458,b04,-0.12551259,0.19787101,0.35062584
b04_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b04_entity_swap,hallucinated_b04_entity_swap,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Madrid is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4178992211818695,b04,-0.019124037,-0.011978819,-0.020138485
b04_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b04_numeric_distortion,hallucinated_b04_numeric_distortion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is one of the two capitals of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.3518681526184082,b04,-0.09924877,0.033472724,0.07363414
b04_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b04_role_inversion,hallucinated_b04_role_inversion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Portugal is the capital of Lisbon rather than Lisbon being the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4623207151889801,b04,0.24134594,0.032019977,0.02481495
b05_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b05_causal_substitution,hallucinated_b05_causal_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because the Moon covers different parts of the sky on a schedule. Supporting note: The cycle repeats over roughly twenty-four hours.,0.41243427991867065,b05,-0.020969562,0.05766289,0.030856272
b05_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b05_definition_substitution,hallucinated_b05_definition_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth revolves on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.08342492580413818,b05,-0.041059304,-0.0047965636,-0.00531274
b05_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b05_entity_swap,hallucinated_b05_entity_swap,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Mars rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.6020809412002563,b05,-0.042010486,0.14014424,-0.10129594
b05_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b05_numeric_distortion,hallucinated_b05_numeric_distortion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth rotates on its axis every twelve hours. Supporting note: The cycle repeats over roughly twenty-four hours.,0.14168234169483185,b05,-0.044227697,0.013071276,-0.009472688
b05_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b05_role_inversion,hallucinated_b05_role_inversion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Earth rotates because day and night alternate rather than day and night alternating because Earth rotates. Supporting note: The cycle repeats over roughly twenty-four hours.,0.47352680563926697,b05,0.087815806,-0.08332998,0.022855965
b06_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b06_causal_substitution,hallucinated_b06_causal_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote Pride and Prejudice because the title was assigned to her by a royal court. Supporting note: The novel is a standard work in English literature courses.,0.5603975057601929,b06,0.075649105,-0.15510099,0.098299064
b06_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b06_definition_substitution,hallucinated_b06_definition_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen translated Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6839460730552673,b06,0.075317144,0.13780318,-0.014306758
b06_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b06_entity_swap,hallucinated_b06_entity_swap,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Charlotte Bronte wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.36970776319503784,b06,-0.023137292,0.031796686,0.036453508
b06_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b06_numeric_distortion,hallucinated_b06_numeric_distortion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote the three-volume poem Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.4669516682624817,b06,-0.06611524,0.06899284,0.075296275
b06_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b06_role_inversion,hallucinated_b06_role_inversion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Pride and Prejudice wrote Jane Austen rather than Jane Austen writing Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6821163892745972,b06,0.4327173,0.020401562,0.10865484
b07_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b07_causal_substitution,hallucinated_b07_causal_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the layer directly beneath Earth's crust because sunlight pushes it downward. Supporting note: It is made largely of hot rock over geological timescales.,0.23953384160995483,b07,-0.03146561,-0.08284632,0.038735654
b07_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b07_definition_substitution,hallucinated_b07_definition_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the atmosphere directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3985949456691742,b07,-0.046846014,-0.041268494,-0.013847284
b07_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b07_entity_swap,hallucinated_b07_entity_swap,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The core is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.651865541934967,b07,-0.07095982,-0.1504144,-0.019453425
b07_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b07_numeric_distortion,hallucinated_b07_numeric_distortion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the second layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3570222556591034,b07,-0.09520084,-0.0061956393,0.07057905
b07_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b07_role_inversion,hallucinated_b07_role_inversion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: Earth's crust is the layer directly beneath the mantle rather than the mantle being directly beneath the crust. Supporting note: It is made largely of hot rock over geological timescales.,0.4388052523136139,b07,0.12973957,-0.109493904,0.053471915
b08_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b08_causal_substitution,hallucinated_b08_causal_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures body temperature because it listens to the heartbeat. Supporting note: Clinicians use it when checking for fever.,0.28552642464637756,b08,-0.027606757,-0.08745093,0.047490656
b08_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b08_definition_substitution,hallucinated_b08_definition_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer is a treatment for body temperature. Supporting note: Clinicians use it when checking for fever.,0.4514749348163605,b08,-0.055111025,0.01119455,-0.05112727
b08_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b08_entity_swap,hallucinated_b08_entity_swap,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A stethoscope measures body temperature. Supporting note: Clinicians use it when checking for fever.,0.5668410658836365,b08,-0.085636474,0.1460211,0.017640002
b08_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b08_numeric_distortion,hallucinated_b08_numeric_distortion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures the body's ten-point temperature scale. Supporting note: Clinicians use it when checking for fever.,0.39025089144706726,b08,-0.07961435,0.0027604548,-0.07861248
b08_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b08_role_inversion,hallucinated_b08_role_inversion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: Body temperature measures a thermometer rather than a thermometer measuring body temperature. Supporting note: Clinicians use it when checking for fever.,0.42234161496162415,b08,0.14828879,0.009882058,-0.008132444
b09_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b09_causal_substitution,hallucinated_b09_causal_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten amendments because the Supreme Court rewrites them daily. Supporting note: These amendments protect a set of foundational civil liberties.,0.3555566668510437,b09,0.015497881,-0.07675284,0.01718471
b09_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b09_definition_substitution,hallucinated_b09_definition_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten court rulings. Supporting note: These amendments protect a set of foundational civil liberties.,0.4965123236179352,b09,0.0093862945,-0.023153633,-0.010785892
b09_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b09_entity_swap,hallucinated_b09_entity_swap,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Constitution contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.39762845635414124,b09,-0.01313391,-0.05445736,-0.093537666
b09_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b09_numeric_distortion,hallucinated_b09_numeric_distortion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains twelve amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.2927588224411011,b09,-0.053198185,-0.009071429,0.060079277
b09_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b09_role_inversion,hallucinated_b09_role_inversion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: Ten amendments contain the Bill of Rights rather than the Bill of Rights containing ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.5468801259994507,b09,0.32378638,-0.015981425,-0.018008888
b10_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b10_causal_substitution,hallucinated_b10_causal_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with an opposite meaning because opposite words always rhyme. Supporting note: This concept is taught in basic vocabulary study.,0.4339550733566284,b10,-0.08761326,-0.06290481,0.09709192
b10_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b10_definition_substitution,hallucinated_b10_definition_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a sentence with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3356630504131317,b10,-0.02173463,-0.025663782,-0.0093339225
b10_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b10_entity_swap,hallucinated_b10_entity_swap,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: A synonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.633307158946991,b10,-0.03822,-0.022187266,0.06587866
b10_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b10_numeric_distortion,hallucinated_b10_numeric_distortion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with two opposite meanings at once. Supporting note: This concept is taught in basic vocabulary study.,0.3355739712715149,b10,-0.107592456,0.015041154,0.036011368
b10_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b10_role_inversion,hallucinated_b10_role_inversion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An opposite meaning is a word with an antonym rather than an antonym being a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3661818504333496,b10,0.031682737,-0.03855101,0.060198776
b11_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b11_causal_substitution,hallucinated_b11_causal_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has three sides because parallel lines force it to close that way. Supporting note: This is one of the most basic geometric definitions.,0.5501563549041748,b11,-0.13550065,-0.1535736,0.095105484
b11_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b11_definition_substitution,hallucinated_b11_definition_substitution,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle is a curve with three sides. Supporting note: This is one of the most basic geometric definitions.,0.49276867508888245,b11,-0.072387435,-0.026754983,0.00402117
b11_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b11_entity_swap,hallucinated_b11_entity_swap,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A square has three sides. Supporting note: This is one of the most basic geometric definitions.,0.6712357997894287,b11,-0.020527279,-0.051249128,-0.097456604
b11_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b11_numeric_distortion,hallucinated_b11_numeric_distortion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: A triangle has four sides. Supporting note: This is one of the most basic geometric definitions.,0.3792547583580017,b11,-0.033284344,0.013028795,-0.033934742
b11_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b11_role_inversion,hallucinated_b11_role_inversion,Claim: A triangle has three sides. Supporting note: This is one of the most basic geometric definitions.,Claim: Three sides have a triangle rather than a triangle having three sides. Supporting note: This is one of the most basic geometric definitions.,0.6606890559196472,b11,0.4004843,-0.024709476,0.05568426
b12_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b12_causal_substitution,hallucinated_b12_causal_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four strings because the wood grain grows in quarters. Supporting note: The instrument is commonly tuned in fifths.,0.3012142777442932,b12,-0.004743528,-0.06064211,0.017152237
b12_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b12_definition_substitution,hallucinated_b12_definition_substitution,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has four keys. Supporting note: The instrument is commonly tuned in fifths.,0.5807474255561829,b12,-0.05681363,-0.030689405,0.013824769
b12_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b12_entity_swap,hallucinated_b12_entity_swap,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard cello has four strings. Supporting note: The instrument is commonly tuned in fifths.,0.5580068826675415,b12,-0.042890195,-0.066034585,-0.031263288
b12_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b12_numeric_distortion,hallucinated_b12_numeric_distortion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: A standard violin has five strings. Supporting note: The instrument is commonly tuned in fifths.,0.24223478138446808,b12,-0.03095158,-0.007321825,-0.02183833
b12_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b12_role_inversion,hallucinated_b12_role_inversion,Claim: A standard violin has four strings. Supporting note: The instrument is commonly tuned in fifths.,Claim: Four strings have a standard violin rather than a standard violin having four strings. Supporting note: The instrument is commonly tuned in fifths.,0.4153369069099426,b12,0.20899929,-0.0024638812,-0.018060723
b13_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b13_causal_substitution,hallucinated_b13_causal_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the digits 0 and 1 because processors can only display two colors. Supporting note: This representation underlies digital computation.,0.3759727478027344,b13,-0.010887286,-0.05306566,-0.056970254
b13_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b13_definition_substitution,hallucinated_b13_definition_substitution,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Binary uses the letters 0 and 1. Supporting note: This representation underlies digital computation.,0.36038318276405334,b13,0.019797226,-0.0123507865,-0.027702607
b13_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b13_entity_swap,hallucinated_b13_entity_swap,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: Decimal uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.74888014793396,b13,0.02689376,0.09851396,-0.53757286
b13_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b13_numeric_distortion,hallucinated_b13_numeric_distortion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,"Claim: Binary uses the digits 0, 1, and 2. Supporting note: This representation underlies digital computation.",0.12947571277618408,b13,-0.061007485,-0.0041968906,0.010770046
b13_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b13_role_inversion,hallucinated_b13_role_inversion,Claim: Binary uses the digits 0 and 1. Supporting note: This representation underlies digital computation.,Claim: The digits 0 and 1 use binary rather than binary using the digits 0 and 1. Supporting note: This representation underlies digital computation.,0.43415555357933044,b13,0.15924604,-0.012604387,-0.08162273
b14_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b14_causal_substitution,hallucinated_b14_causal_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general price level because coins become physically larger. Supporting note: It reduces purchasing power when wages do not keep up.,0.3520808815956116,b14,-0.057859246,-0.058650333,0.032229315
b14_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b14_definition_substitution,hallucinated_b14_definition_substitution,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained rise in the general employment level. Supporting note: It reduces purchasing power when wages do not keep up.,0.28900855779647827,b14,-0.03155656,0.015989553,0.007983931
b14_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b14_entity_swap,hallucinated_b14_entity_swap,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Deflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.5191300511360168,b14,-0.038243677,-0.02583814,-0.025919821
b14_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b14_numeric_distortion,hallucinated_b14_numeric_distortion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: Inflation refers to a sustained tenfold rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,0.3337961733341217,b14,-0.060336113,0.033227786,-0.05373602
b14_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b14_role_inversion,hallucinated_b14_role_inversion,Claim: Inflation refers to a sustained rise in the general price level. Supporting note: It reduces purchasing power when wages do not keep up.,Claim: The general price level refers to inflation rather than inflation referring to the price level trend. Supporting note: It reduces purchasing power when wages do not keep up.,0.7097803950309753,b14,0.08239903,-0.0908286,0.093999915
b15_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b15_causal_substitution,hallucinated_b15_causal_substitution,Claim: A standard basketball team has five players on the court at one time. Supporting note: Bench players are not counted in the live on-court lineup.,Claim: A standard basketball team has five players on the court because each hoop requires two defenders and a referee. Supporting note: Bench players are not counted in the live on-court lineup.,0.23682142794132233,b15,-0.023554612,-0.02393083,-0.009999979
