pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,residual_pc1,residual_pc2,residual_pc3
b03_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b03_causal_substitution,hallucinated_b03_causal_substitution,Gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.,Gold has the chemical symbol Au because its atoms are heavier than silver. The abbreviation comes from the Latin word aurum.,0.32590630650520325,b03,-0.022009296,0.038926825,-0.030484717
b03_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b03_definition_substitution,hallucinated_b03_definition_substitution,The relevant fact is that gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.,The relevant fact is that gold has the chemical formula Au. The abbreviation comes from the Latin word aurum.,0.16634944081306458,b03,0.059274662,-0.033285882,0.024006654
b03_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b03_entity_swap,hallucinated_b03_entity_swap,A concise response would be that gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.,A concise response would be that gold has the chemical symbol Ag. The abbreviation comes from the Latin word aurum.,0.23089714348316193,b03,0.03831901,-0.017190455,-0.016770303
b03_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b03_numeric_distortion,hallucinated_b03_numeric_distortion,"In this case, gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.","In this case, gold has the chemical symbol Au2. The abbreviation comes from the Latin word aurum.",0.20023629069328308,b03,0.059592284,-0.04309842,-0.027858667
b03_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b03_role_inversion,hallucinated_b03_role_inversion,The short answer is: Gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.,The short answer is: Au has the chemical symbol gold rather than gold having the chemical symbol Au. The abbreviation comes from the Latin word aurum.,0.4180067479610443,b03,-0.13517667,0.05464793,0.051106963
b04_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b04_causal_substitution,hallucinated_b04_causal_substitution,The short answer is: Lisbon is the capital of Portugal. It lies on the western side of the Iberian Peninsula.,The short answer is: Lisbon is the capital of Portugal because it is the country's tallest mountain. It lies on the western side of the Iberian Peninsula.,0.47882431745529175,b04,0.0048683314,0.048157386,-0.037167475
b04_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b04_definition_substitution,hallucinated_b04_definition_substitution,Lisbon is the capital of Portugal. It lies on the western side of the Iberian Peninsula.,Lisbon is the largest province of Portugal. It lies on the western side of the Iberian Peninsula.,0.44084659218788147,b04,0.028584495,-0.032799024,-0.08749128
b04_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b04_entity_swap,hallucinated_b04_entity_swap,"In this case, lisbon is the capital of Portugal. It lies on the western side of the Iberian Peninsula.","In this case, madrid is the capital of Portugal. It lies on the western side of the Iberian Peninsula.",0.5697066187858582,b04,0.023974922,-0.0053459876,0.06975333
b04_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b04_numeric_distortion,hallucinated_b04_numeric_distortion,The relevant fact is that lisbon is the capital of Portugal. It lies on the western side of the Iberian Peninsula.,The relevant fact is that lisbon is one of the two capitals of Portugal. It lies on the western side of the Iberian Peninsula.,0.199143186211586,b04,0.06771066,-0.059337243,-0.019236827
b04_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b04_role_inversion,hallucinated_b04_role_inversion,A concise response would be that lisbon is the capital of Portugal. It lies on the western side of the Iberian Peninsula.,A concise response would be that portugal is the capital of Lisbon rather than Lisbon being the capital of Portugal. It lies on the western side of the Iberian Peninsula.,0.4401920735836029,b04,-0.12513839,0.049324892,0.07414226
b05_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b05_causal_substitution,hallucinated_b05_causal_substitution,A concise response would be that day and night alternate because Earth rotates on its axis. The cycle repeats over roughly twenty-four hours.,A concise response would be that day and night alternate because the Moon covers different parts of the sky on a schedule. The cycle repeats over roughly twenty-four hours.,0.43010300397872925,b05,-0.0009180675,-0.013794362,-0.041955072
b05_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b05_definition_substitution,hallucinated_b05_definition_substitution,The short answer is: Day and night alternate because Earth rotates on its axis. The cycle repeats over roughly twenty-four hours.,The short answer is: Day and night alternate because Earth revolves on its axis. The cycle repeats over roughly twenty-four hours.,0.06505557894706726,b05,0.023709087,0.01796357,0.020644482
b05_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b05_entity_swap,hallucinated_b05_entity_swap,The relevant fact is that day and night alternate because Earth rotates on its axis. The cycle repeats over roughly twenty-four hours.,The relevant fact is that day and night alternate because Mars rotates on its axis. The cycle repeats over roughly twenty-four hours.,0.6341157555580139,b05,0.01592691,-0.13933939,-0.060744055
b05_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b05_numeric_distortion,hallucinated_b05_numeric_distortion,Day and night alternate because Earth rotates on its axis. The cycle repeats over roughly twenty-four hours.,Day and night alternate because Earth rotates on its axis every twelve hours. The cycle repeats over roughly twenty-four hours.,0.11890648305416107,b05,0.018337449,0.03125431,0.022907952
b05_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b05_role_inversion,hallucinated_b05_role_inversion,"In this case, day and night alternate because Earth rotates on its axis. The cycle repeats over roughly twenty-four hours.","In this case, earth rotates because day and night alternate rather than day and night alternating because Earth rotates. The cycle repeats over roughly twenty-four hours.",0.46141597628593445,b05,-0.057055403,0.10391588,0.059146777
b06_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b06_causal_substitution,hallucinated_b06_causal_substitution,"In this case, jane Austen wrote Pride and Prejudice. The novel is a standard work in English literature courses.","In this case, jane Austen wrote Pride and Prejudice because the title was assigned to her by a royal court. The novel is a standard work in English literature courses.",0.5659603476524353,b06,-0.032294124,0.020852754,-0.037420176
b06_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b06_definition_substitution,hallucinated_b06_definition_substitution,A concise response would be that jane Austen wrote Pride and Prejudice. The novel is a standard work in English literature courses.,A concise response would be that jane Austen translated Pride and Prejudice. The novel is a standard work in English literature courses.,0.5837376713752747,b06,0.021179736,-0.048140362,0.03179517
b06_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b06_entity_swap,hallucinated_b06_entity_swap,Jane Austen wrote Pride and Prejudice. The novel is a standard work in English literature courses.,Charlotte Bronte wrote Pride and Prejudice. The novel is a standard work in English literature courses.,0.34795254468917847,b06,0.058530472,0.005057612,-0.007895793
b06_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b06_numeric_distortion,hallucinated_b06_numeric_distortion,The short answer is: Jane Austen wrote Pride and Prejudice. The novel is a standard work in English literature courses.,The short answer is: Jane Austen wrote the three-volume poem Pride and Prejudice. The novel is a standard work in English literature courses.,0.40334513783454895,b06,0.068924464,-0.02769551,-0.014619368
b06_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b06_role_inversion,hallucinated_b06_role_inversion,The relevant fact is that jane Austen wrote Pride and Prejudice. The novel is a standard work in English literature courses.,The relevant fact is that pride and Prejudice wrote Jane Austen rather than Jane Austen writing Pride and Prejudice. The novel is a standard work in English literature courses.,0.5817158222198486,b06,-0.11634053,0.049925555,0.028140135
b07_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b07_causal_substitution,hallucinated_b07_causal_substitution,The relevant fact is that the mantle is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,The relevant fact is that the mantle is the layer directly beneath Earth's crust because sunlight pushes it downward. It is made largely of hot rock over geological timescales.,0.21184031665325165,b07,0.0070879576,-0.04530834,-0.03460857
b07_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b07_definition_substitution,hallucinated_b07_definition_substitution,"In this case, the mantle is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.","In this case, the mantle is the atmosphere directly beneath Earth's crust. It is made largely of hot rock over geological timescales.",0.25003859400749207,b07,-0.018477406,-0.064955585,-0.046868756
b07_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b07_entity_swap,hallucinated_b07_entity_swap,The short answer is: The mantle is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,The short answer is: The core is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,0.766431987285614,b07,0.1226096,0.081002705,0.18930174
b07_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b07_numeric_distortion,hallucinated_b07_numeric_distortion,A concise response would be that the mantle is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,A concise response would be that the mantle is the second layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,0.29520365595817566,b07,-0.015631553,-0.0355675,-0.080619484
b07_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b07_role_inversion,hallucinated_b07_role_inversion,The mantle is the layer directly beneath Earth's crust. It is made largely of hot rock over geological timescales.,Earth's crust is the layer directly beneath the mantle rather than the mantle being directly beneath the crust. It is made largely of hot rock over geological timescales.,0.5415797233581543,b07,-0.09558863,0.064828694,-0.027204927
b08_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b08_causal_substitution,hallucinated_b08_causal_substitution,A thermometer measures body temperature. Clinicians use it when checking for fever.,A thermometer measures body temperature because it listens to the heartbeat. Clinicians use it when checking for fever.,0.23837433755397797,b08,0.059446238,0.026184212,-0.008873025
b08_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b08_definition_substitution,hallucinated_b08_definition_substitution,The relevant fact is that a thermometer measures body temperature. Clinicians use it when checking for fever.,The relevant fact is that a thermometer is a treatment for body temperature. Clinicians use it when checking for fever.,0.21981076896190643,b08,0.031729143,-0.021775518,-0.01569188
b08_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b08_entity_swap,hallucinated_b08_entity_swap,A concise response would be that a thermometer measures body temperature. Clinicians use it when checking for fever.,A concise response would be that a stethoscope measures body temperature. Clinicians use it when checking for fever.,0.48726582527160645,b08,0.039668586,-0.03225237,-0.16214465
b08_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b08_numeric_distortion,hallucinated_b08_numeric_distortion,"In this case, a thermometer measures body temperature. Clinicians use it when checking for fever.","In this case, a thermometer measures the body's ten-point temperature scale. Clinicians use it when checking for fever.",0.3410540521144867,b08,0.046040412,-0.028933413,0.06235908
b08_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b08_role_inversion,hallucinated_b08_role_inversion,The short answer is: A thermometer measures body temperature. Clinicians use it when checking for fever.,The short answer is: Body temperature measures a thermometer rather than a thermometer measuring body temperature. Clinicians use it when checking for fever.,0.5735263824462891,b08,-0.17688438,0.056777142,0.12435052
b09_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b09_causal_substitution,hallucinated_b09_causal_substitution,The short answer is: The Bill of Rights contains ten amendments. These amendments protect a set of foundational civil liberties.,The short answer is: The Bill of Rights contains ten amendments because the Supreme Court rewrites them daily. These amendments protect a set of foundational civil liberties.,0.40534284710884094,b09,0.008728897,0.017434746,0.015048613
b09_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b09_definition_substitution,hallucinated_b09_definition_substitution,The Bill of Rights contains ten amendments. These amendments protect a set of foundational civil liberties.,The Bill of Rights contains ten court rulings. These amendments protect a set of foundational civil liberties.,0.34333786368370056,b09,0.052563407,-0.06632224,-0.08042908
b09_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b09_entity_swap,hallucinated_b09_entity_swap,"In this case, the Bill of Rights contains ten amendments. These amendments protect a set of foundational civil liberties.","In this case, the Constitution contains ten amendments. These amendments protect a set of foundational civil liberties.",0.4095703065395355,b09,0.028948318,-0.07139876,-0.011532566
b09_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b09_numeric_distortion,hallucinated_b09_numeric_distortion,The relevant fact is that the Bill of Rights contains ten amendments. These amendments protect a set of foundational civil liberties.,The relevant fact is that the Bill of Rights contains twelve amendments. These amendments protect a set of foundational civil liberties.,0.25818800926208496,b09,0.09623524,-0.016911987,-0.07620617
b09_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b09_role_inversion,hallucinated_b09_role_inversion,A concise response would be that the Bill of Rights contains ten amendments. These amendments protect a set of foundational civil liberties.,A concise response would be that ten amendments contain the Bill of Rights rather than the Bill of Rights containing ten amendments. These amendments protect a set of foundational civil liberties.,0.6189640164375305,b09,-0.18647595,0.13719831,0.15311924
b10_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b10_causal_substitution,hallucinated_b10_causal_substitution,A concise response would be that an antonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.,A concise response would be that an antonym is a word with an opposite meaning because opposite words always rhyme. This concept is taught in basic vocabulary study.,0.3228704631328583,b10,-0.0038334038,-0.0026591695,-0.0379458
b10_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b10_definition_substitution,hallucinated_b10_definition_substitution,The short answer is: An antonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.,The short answer is: An antonym is a sentence with an opposite meaning. This concept is taught in basic vocabulary study.,0.2738617956638336,b10,-0.010273539,-0.0076497644,0.024785815
b10_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b10_entity_swap,hallucinated_b10_entity_swap,The relevant fact is that an antonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.,The relevant fact is that a synonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.,0.6787667274475098,b10,0.0003754099,0.009390164,0.028304612
b10_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b10_numeric_distortion,hallucinated_b10_numeric_distortion,An antonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.,An antonym is a word with two opposite meanings at once. This concept is taught in basic vocabulary study.,0.2503452003002167,b10,0.029873082,-0.033544734,-0.007167418
b10_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b10_role_inversion,hallucinated_b10_role_inversion,"In this case, an antonym is a word with an opposite meaning. This concept is taught in basic vocabulary study.","In this case, an opposite meaning is a word with an antonym rather than an antonym being a word with an opposite meaning. This concept is taught in basic vocabulary study.",0.47227171063423157,b10,-0.016141543,0.034463547,-0.00797723
b11_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b11_causal_substitution,hallucinated_b11_causal_substitution,"In this case, a triangle has three sides. This is one of the most basic geometric definitions.","In this case, a triangle has three sides because parallel lines force it to close that way. This is one of the most basic geometric definitions.",0.5004549622535706,b11,0.028922182,0.117573254,-0.099400684
b11_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b11_definition_substitution,hallucinated_b11_definition_substitution,A concise response would be that a triangle has three sides. This is one of the most basic geometric definitions.,A concise response would be that a triangle is a curve with three sides. This is one of the most basic geometric definitions.,0.33772677183151245,b11,0.028977374,0.078497365,-0.023506897
b11_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b11_entity_swap,hallucinated_b11_entity_swap,A triangle has three sides. This is one of the most basic geometric definitions.,A square has three sides. This is one of the most basic geometric definitions.,0.7421777844429016,b11,-0.05552399,-0.2523035,0.010434955
b11_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b11_numeric_distortion,hallucinated_b11_numeric_distortion,The short answer is: A triangle has three sides. This is one of the most basic geometric definitions.,The short answer is: A triangle has four sides. This is one of the most basic geometric definitions.,0.34760525822639465,b11,0.069487974,-0.020818245,0.0471616
b11_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b11_role_inversion,hallucinated_b11_role_inversion,The relevant fact is that a triangle has three sides. This is one of the most basic geometric definitions.,The relevant fact is that three sides have a triangle rather than a triangle having three sides. This is one of the most basic geometric definitions.,0.3872946798801422,b11,-0.07186351,0.07705117,0.065310866
b12_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b12_causal_substitution,hallucinated_b12_causal_substitution,The relevant fact is that a standard violin has four strings. The instrument is commonly tuned in fifths.,The relevant fact is that a standard violin has four strings because the wood grain grows in quarters. The instrument is commonly tuned in fifths.,0.3027573823928833,b12,0.094002396,-0.020461868,0.0029463388
b12_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b12_definition_substitution,hallucinated_b12_definition_substitution,"In this case, a standard violin has four strings. The instrument is commonly tuned in fifths.","In this case, a standard violin has four keys. The instrument is commonly tuned in fifths.",0.4863450527191162,b12,0.043969218,-0.003959635,-0.07480907
b12_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b12_entity_swap,hallucinated_b12_entity_swap,The short answer is: A standard violin has four strings. The instrument is commonly tuned in fifths.,The short answer is: A standard cello has four strings. The instrument is commonly tuned in fifths.,0.5839513540267944,b12,-0.016868897,0.0037295448,0.0067703533
b12_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b12_numeric_distortion,hallucinated_b12_numeric_distortion,A concise response would be that a standard violin has four strings. The instrument is commonly tuned in fifths.,A concise response would be that a standard violin has five strings. The instrument is commonly tuned in fifths.,0.16342660784721375,b12,0.012416849,0.002731642,-0.006838852
b12_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b12_role_inversion,hallucinated_b12_role_inversion,A standard violin has four strings. The instrument is commonly tuned in fifths.,Four strings have a standard violin rather than a standard violin having four strings. The instrument is commonly tuned in fifths.,0.421497106552124,b12,-0.13351962,0.017960241,0.071931206
b13_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b13_causal_substitution,hallucinated_b13_causal_substitution,Binary uses the digits 0 and 1. This representation underlies digital computation.,Binary uses the digits 0 and 1 because processors can only display two colors. This representation underlies digital computation.,0.4032149612903595,b13,0.033650942,0.06606001,-0.055887036
b13_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b13_definition_substitution,hallucinated_b13_definition_substitution,The relevant fact is that binary uses the digits 0 and 1. This representation underlies digital computation.,The relevant fact is that binary uses the letters 0 and 1. This representation underlies digital computation.,0.2257210612297058,b13,0.06140943,0.0026026748,-0.05548777
b13_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b13_entity_swap,hallucinated_b13_entity_swap,A concise response would be that binary uses the digits 0 and 1. This representation underlies digital computation.,A concise response would be that decimal uses the digits 0 and 1. This representation underlies digital computation.,0.7643780708312988,b13,-0.09569609,-0.113037474,0.20250905
b13_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b13_numeric_distortion,hallucinated_b13_numeric_distortion,"In this case, binary uses the digits 0 and 1. This representation underlies digital computation.","In this case, binary uses the digits 0, 1, and 2. This representation underlies digital computation.",0.1751885861158371,b13,0.09008902,0.0037228488,-0.07027917
b13_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b13_role_inversion,hallucinated_b13_role_inversion,The short answer is: Binary uses the digits 0 and 1. This representation underlies digital computation.,The short answer is: The digits 0 and 1 use binary rather than binary using the digits 0 and 1. This representation underlies digital computation.,0.44702425599098206,b13,-0.089453265,0.04065201,-0.020854943
b14_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b14_causal_substitution,hallucinated_b14_causal_substitution,The short answer is: Inflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.,The short answer is: Inflation refers to a sustained rise in the general price level because coins become physically larger. It reduces purchasing power when wages do not keep up.,0.26469334959983826,b14,0.11673921,-0.09434274,0.0706615
b14_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b14_definition_substitution,hallucinated_b14_definition_substitution,Inflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.,Inflation refers to a sustained rise in the general employment level. It reduces purchasing power when wages do not keep up.,0.20226624608039856,b14,0.04329735,-0.07184069,0.0316777
b14_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b14_entity_swap,hallucinated_b14_entity_swap,"In this case, inflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.","In this case, deflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.",0.5836986899375916,b14,0.015224365,-0.10384362,-0.013441042
b14_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b14_numeric_distortion,hallucinated_b14_numeric_distortion,The relevant fact is that inflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.,The relevant fact is that inflation refers to a sustained tenfold rise in the general price level. It reduces purchasing power when wages do not keep up.,0.2316325455904007,b14,0.04423496,-0.0775037,0.09840655
b14_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b14_role_inversion,hallucinated_b14_role_inversion,A concise response would be that inflation refers to a sustained rise in the general price level. It reduces purchasing power when wages do not keep up.,A concise response would be that the general price level refers to inflation rather than inflation referring to the price level trend. It reduces purchasing power when wages do not keep up.,0.8205454349517822,b14,-0.21949586,0.34753063,-0.18730481
b15_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b15_causal_substitution,hallucinated_b15_causal_substitution,A concise response would be that a standard basketball team has five players on the court at one time. Bench players are not counted in the live on-court lineup.,A concise response would be that a standard basketball team has five players on the court because each hoop requires two defenders and a referee. Bench players are not counted in the live on-court lineup.,0.2715838551521301,b15,0.023591537,0.010539002,0.013638312
b15_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b15_definition_substitution,hallucinated_b15_definition_substitution,The short answer is: A standard basketball team has five players on the court at one time. Bench players are not counted in the live on-court lineup.,The short answer is: A standard basketball team has five coaches on the court at one time. Bench players are not counted in the live on-court lineup.,0.5110037922859192,b15,0.038555533,0.009463052,-0.011009517
b15_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b15_entity_swap,hallucinated_b15_entity_swap,The relevant fact is that a standard basketball team has five players on the court at one time. Bench players are not counted in the live on-court lineup.,The relevant fact is that a standard soccer team has five players on the court at one time. Bench players are not counted in the live on-court lineup.,0.4829689562320709,b15,-0.028810479,-0.057615615,-0.007894902
b15_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b15_numeric_distortion,hallucinated_b15_numeric_distortion,A standard basketball team has five players on the court at one time. Bench players are not counted in the live on-court lineup.,A standard basketball team has six players on the court at one time. Bench players are not counted in the live on-court lineup.,0.1774972379207611,b15,0.037556965,0.02197113,-0.022139959
b15_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b15_role_inversion,hallucinated_b15_role_inversion,"In this case, a standard basketball team has five players on the court at one time. Bench players are not counted in the live on-court lineup.","In this case, five players have a basketball court at one time rather than a basketball team having five players on the court. Bench players are not counted in the live on-court lineup.",0.3426353335380554,b15,-0.07089351,0.015642418,0.027406067
b16_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b16_causal_substitution,hallucinated_b16_causal_substitution,"In this case, vaccines help the immune system recognize pathogens in advance. This can improve protection during later exposure.","In this case, vaccines help the immune system recognize pathogens in advance because they trap germs behind a permanent barrier. This can improve protection during later exposure.",0.1978529840707779,b16,0.10023545,0.050436538,0.08553329
