pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,atlas_pca1,atlas_pca2,atlas_umap1,atlas_umap2,own_family_projection_energy,best_other_projection_energy,projection_margin,proj_causal_substitution,proj_definition_substitution,proj_entity_swap,proj_numeric_distortion,proj_role_inversion
b03_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b03_entity_swap,hallucinated_b03_entity_swap,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Ag. Supporting note: The abbreviation comes from the Latin word aurum.,0.3162468671798706,b03,0.5176619,0.045998204,6.9148026,10.257863,0.010341587476432323,0.1860213726758957,-0.17567978519946337,0.10660063475370407,0.007526942994445562,0.010341587476432323,0.06499701738357544,0.1860213726758957
b03_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b03_numeric_distortion,hallucinated_b03_numeric_distortion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Gold has the chemical symbol Au2. Supporting note: The abbreviation comes from the Latin word aurum.,0.25959908962249756,b03,0.37380987,0.31756794,7.563247,9.760507,0.14705149829387665,0.21982459723949432,-0.07277309894561768,0.10729783028364182,0.01238649059087038,0.08177744597196579,0.14705149829387665,0.21982459723949432
b03_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b03_role_inversion,hallucinated_b03_role_inversion,Claim: Gold has the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,Claim: Au has the chemical symbol gold rather than gold having the chemical symbol Au. Supporting note: The abbreviation comes from the Latin word aurum.,0.5004174709320068,b03,1.2773457,-0.06479014,8.484653,11.048651,0.4008619785308838,0.10859749466180801,0.2922644838690758,0.10859749466180801,0.010958679020404816,0.019622502848505974,0.048013459891080856,0.4008619785308838
b04_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b04_causal_substitution,hallucinated_b04_causal_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the capital of Portugal because it is the country's tallest mountain. Supporting note: It lies on the western side of the Iberian Peninsula.,0.39743536710739136,b04,0.6996775,-1.0463119,-1.1955483,14.324679,0.5259019136428833,0.18305251002311707,0.34284940361976624,0.5259019136428833,0.18305251002311707,0.02446053735911846,0.07264821976423264,0.1505512297153473
b04_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b04_definition_substitution,hallucinated_b04_definition_substitution,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is the largest province of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.733781099319458,b04,-0.85221314,-2.3428078,5.137244,-1.9103123,0.986038863658905,0.147175595164299,0.838863268494606,0.147175595164299,0.986038863658905,0.03622947260737419,0.06866782158613205,0.10095658153295517
b04_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b04_entity_swap,hallucinated_b04_entity_swap,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Madrid is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4178992211818695,b04,-0.7445482,-0.43690875,4.9159794,7.4933767,0.15771996974945068,0.26164230704307556,-0.10392233729362488,0.05605616793036461,0.26164230704307556,0.15771996974945068,0.0856565460562706,0.06298363953828812
b04_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b04_numeric_distortion,hallucinated_b04_numeric_distortion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Lisbon is one of the two capitals of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.3518681526184082,b04,-0.060141232,1.0362252,7.724481,6.257735,0.36540278792381287,0.13734255731105804,0.22806023061275482,0.09282128512859344,0.08220040053129196,0.06644691526889801,0.36540278792381287,0.13734255731105804
b04_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b04_role_inversion,hallucinated_b04_role_inversion,Claim: Lisbon is the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,Claim: Portugal is the capital of Lisbon rather than Lisbon being the capital of Portugal. Supporting note: It lies on the western side of the Iberian Peninsula.,0.4623207151889801,b04,0.6587816,-0.41402307,7.1833324,10.714532,0.26334378123283386,0.16507470607757568,0.09826907515525818,0.12238243222236633,0.16507470607757568,0.010592617094516754,0.0529722236096859,0.26334378123283386
b05_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b05_causal_substitution,hallucinated_b05_causal_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because the Moon covers different parts of the sky on a schedule. Supporting note: The cycle repeats over roughly twenty-four hours.,0.41243427991867065,b05,0.78703934,-1.2288741,-1.4909859,14.274442,0.7263352274894714,0.06321176886558533,0.6631234586238861,0.7263352274894714,0.043851349502801895,0.030914707109332085,0.02372209168970585,0.06321176886558533
b05_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b05_definition_substitution,hallucinated_b05_definition_substitution,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth revolves on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.08342492580413818,b05,-0.08820913,0.13793676,4.6756754,9.222465,0.023534519597887993,0.14193347096443176,-0.11839895136654377,0.10033884644508362,0.023534519597887993,0.13597068190574646,0.10710837692022324,0.14193347096443176
b05_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b05_entity_swap,hallucinated_b05_entity_swap,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Mars rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,0.6020809412002563,b05,-0.33289143,-0.028189555,4.5225782,8.429158,0.15158440172672272,0.10879337042570114,0.042791031301021576,0.030106080695986748,0.03334477171301842,0.15158440172672272,0.04011911526322365,0.10879337042570114
b05_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b05_numeric_distortion,hallucinated_b05_numeric_distortion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Day and night alternate because Earth rotates on its axis every twelve hours. Supporting note: The cycle repeats over roughly twenty-four hours.,0.14168234169483185,b05,-0.13369279,0.29554218,4.5466743,9.158832,0.14867499470710754,0.13606347143650055,0.012611523270606995,0.11927812546491623,0.01252063550055027,0.13606347143650055,0.14867499470710754,0.12433827668428421
b05_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b05_role_inversion,hallucinated_b05_role_inversion,Claim: Day and night alternate because Earth rotates on its axis. Supporting note: The cycle repeats over roughly twenty-four hours.,Claim: Earth rotates because day and night alternate rather than day and night alternating because Earth rotates. Supporting note: The cycle repeats over roughly twenty-four hours.,0.47352680563926697,b05,2.1893926,-0.2597963,10.829797,12.066566,0.6790561676025391,0.08420658856630325,0.5948495790362358,0.08420658856630325,0.04602696746587753,0.0337960347533226,0.020135482773184776,0.6790561676025391
b06_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b06_causal_substitution,hallucinated_b06_causal_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote Pride and Prejudice because the title was assigned to her by a royal court. Supporting note: The novel is a standard work in English literature courses.,0.5603975057601929,b06,1.146213,-1.22866,-1.324186,14.056561,0.7946290969848633,0.1614922136068344,0.6331368833780289,0.7946290969848633,0.1132832020521164,0.025824110954999924,0.09932881593704224,0.1614922136068344
b06_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b06_definition_substitution,hallucinated_b06_definition_substitution,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen translated Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6839460730552673,b06,-0.6878118,-2.1793814,5.339983,-2.1899588,0.9854283928871155,0.14986392855644226,0.8355644643306732,0.14986392855644226,0.9854283928871155,0.006432028487324715,0.10954465717077255,0.12334136664867401
b06_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b06_entity_swap,hallucinated_b06_entity_swap,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Charlotte Bronte wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.36970776319503784,b06,-0.49647194,-0.41893148,4.4941444,7.3990927,0.20730464160442352,0.1590261161327362,0.04827852547168732,0.10365263372659683,0.1590261161327362,0.20730464160442352,0.05476152524352074,0.12460934370756149
b06_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b06_numeric_distortion,hallucinated_b06_numeric_distortion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Jane Austen wrote the three-volume poem Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.4669516682624817,b06,0.025794312,3.0109637,8.909152,5.1277165,0.9433749914169312,0.20520591735839844,0.7381690740585327,0.20520591735839844,0.12019353359937668,0.010077654384076595,0.9433749914169312,0.14777454733848572
b06_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b06_role_inversion,hallucinated_b06_role_inversion,Claim: Jane Austen wrote Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,Claim: Pride and Prejudice wrote Jane Austen rather than Jane Austen writing Pride and Prejudice. Supporting note: The novel is a standard work in English literature courses.,0.6821163892745972,b06,1.9537979,-0.04416872,10.604857,12.0862465,0.6028159260749817,0.08854647725820541,0.5142694488167763,0.08703316003084183,0.07380735874176025,0.0037909492384642363,0.08854647725820541,0.6028159260749817
b07_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b07_causal_substitution,hallucinated_b07_causal_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the layer directly beneath Earth's crust because sunlight pushes it downward. Supporting note: It is made largely of hot rock over geological timescales.,0.23953384160995483,b07,-0.24302143,0.032849092,4.217656,8.877925,0.09672625362873077,0.1602959781885147,-0.06356972455978394,0.09672625362873077,0.024208681657910347,0.1602959781885147,0.08040717989206314,0.11932051181793213
b07_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b07_definition_substitution,hallucinated_b07_definition_substitution,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the atmosphere directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3985949456691742,b07,-0.65241176,-0.5606865,4.6802855,7.239709,0.24272821843624115,0.19666023552417755,0.0460679829120636,0.06498659402132034,0.24272821843624115,0.19666023552417755,0.05144306272268295,0.1099829450249672
b07_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b07_entity_swap,hallucinated_b07_entity_swap,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The core is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.651865541934967,b07,-2.5968864,-0.29282364,3.122963,6.262973,0.7759613394737244,0.09424979239702225,0.6817115470767021,0.06885717064142227,0.09424979239702225,0.7759613394737244,0.0870530754327774,0.04594379663467407
b07_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b07_numeric_distortion,hallucinated_b07_numeric_distortion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: The mantle is the second layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,0.3570222556591034,b07,-0.3899845,1.5347799,7.978322,5.7553434,0.4432172477245331,0.141912579536438,0.3013046681880951,0.04564812779426575,0.020977683365345,0.141912579536438,0.4432172477245331,0.12120569497346878
b07_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b07_role_inversion,hallucinated_b07_role_inversion,Claim: The mantle is the layer directly beneath Earth's crust. Supporting note: It is made largely of hot rock over geological timescales.,Claim: Earth's crust is the layer directly beneath the mantle rather than the mantle being directly beneath the crust. Supporting note: It is made largely of hot rock over geological timescales.,0.4388052523136139,b07,0.26515666,0.06657959,6.2963657,9.8994465,0.1437392234802246,0.06763283163309097,0.07610639184713364,0.06595247983932495,0.03325480595231056,0.0157859418541193,0.06763283163309097,0.1437392234802246
b08_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b08_causal_substitution,hallucinated_b08_causal_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures body temperature because it listens to the heartbeat. Supporting note: Clinicians use it when checking for fever.,0.28552642464637756,b08,0.1379258,0.008347693,6.2305136,9.55221,0.0746639221906662,0.13727737963199615,-0.06261345744132996,0.0746639221906662,0.036331258714199066,0.05141551420092583,0.06161433458328247,0.13727737963199615
b08_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b08_definition_substitution,hallucinated_b08_definition_substitution,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer is a treatment for body temperature. Supporting note: Clinicians use it when checking for fever.,0.4514749348163605,b08,-0.16955045,-0.23347214,5.0929146,9.829496,0.08079581707715988,0.10641306638717651,-0.025617249310016632,0.10641306638717651,0.08079581707715988,0.07111937552690506,0.03980933874845505,0.0693201869726181
b08_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b08_entity_swap,hallucinated_b08_entity_swap,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A stethoscope measures body temperature. Supporting note: Clinicians use it when checking for fever.,0.5668410658836365,b08,-0.8278506,-0.1340273,3.8455617,7.716538,0.2764969766139984,0.07020260393619537,0.20629437267780304,0.07020260393619537,0.036284372210502625,0.2764969766139984,0.04316704347729683,0.0698029175400734
b08_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b08_numeric_distortion,hallucinated_b08_numeric_distortion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: A thermometer measures the body's ten-point temperature scale. Supporting note: Clinicians use it when checking for fever.,0.39025089144706726,b08,-0.34594464,1.7002453,8.013018,5.4849153,0.4620756208896637,0.10709524154663086,0.35498037934303284,0.016568677499890327,0.010038284584879875,0.10150887072086334,0.4620756208896637,0.10709524154663086
b08_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b08_role_inversion,hallucinated_b08_role_inversion,Claim: A thermometer measures body temperature. Supporting note: Clinicians use it when checking for fever.,Claim: Body temperature measures a thermometer rather than a thermometer measuring body temperature. Supporting note: Clinicians use it when checking for fever.,0.42234161496162415,b08,1.2496377,-0.16536473,8.659779,11.2149105,0.42024877667427063,0.10504614561796188,0.31520263105630875,0.10504614561796188,0.040919382125139236,0.039874203503131866,0.041714224964380264,0.42024877667427063
b09_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b09_causal_substitution,hallucinated_b09_causal_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten amendments because the Supreme Court rewrites them daily. Supporting note: These amendments protect a set of foundational civil liberties.,0.3555566668510437,b09,0.21542396,-0.24030264,5.3668027,10.506216,0.16023217141628265,0.09921485930681229,0.06101731210947037,0.16023217141628265,0.05081917345523834,0.0168288666754961,0.03841826319694519,0.09921485930681229
b09_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b09_definition_substitution,hallucinated_b09_definition_substitution,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains ten court rulings. Supporting note: These amendments protect a set of foundational civil liberties.,0.4965123236179352,b09,0.04193254,-0.21497552,5.852369,8.474628,0.10970205813646317,0.12085644900798798,-0.01115439087152481,0.017243901267647743,0.10970205813646317,0.02068607322871685,0.02057015895843506,0.12085644900798798
b09_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b09_entity_swap,hallucinated_b09_entity_swap,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Constitution contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.39762845635414124,b09,-0.06214962,0.17551415,5.3080406,9.056335,0.0817210003733635,0.1130867451429367,-0.03136574476957321,0.05518747493624687,0.0165213942527771,0.0817210003733635,0.08639176934957504,0.1130867451429367
b09_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b09_numeric_distortion,hallucinated_b09_numeric_distortion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: The Bill of Rights contains twelve amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.2927588224411011,b09,-0.09450604,2.1618407,8.595817,5.6258626,0.5830748677253723,0.15882612764835358,0.42424874007701874,0.029838290065526962,0.00478181941434741,0.07342347502708435,0.5830748677253723,0.15882612764835358
b09_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b09_role_inversion,hallucinated_b09_role_inversion,Claim: The Bill of Rights contains ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,Claim: Ten amendments contain the Bill of Rights rather than the Bill of Rights containing ten amendments. Supporting note: These amendments protect a set of foundational civil liberties.,0.5468801259994507,b09,0.39635533,0.12528947,7.1173697,9.83632,0.1816665530204773,0.10321656614542007,0.07844998687505722,0.10321656614542007,0.0323076955974102,0.02908344753086567,0.10111154615879059,0.1816665530204773
b10_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b10_causal_substitution,hallucinated_b10_causal_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with an opposite meaning because opposite words always rhyme. Supporting note: This concept is taught in basic vocabulary study.,0.4339550733566284,b10,0.9442539,-1.3617283,-1.5828353,13.947754,0.8733611702919006,0.1071050837635994,0.7662560865283012,0.8733611702919006,0.1071050837635994,0.0573013573884964,0.09628985077142715,0.10363944619894028
b10_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b10_definition_substitution,hallucinated_b10_definition_substitution,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a sentence with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3356630504131317,b10,-0.34153214,-0.2719743,5.4740157,8.060569,0.16759300231933594,0.05648447573184967,0.11110852658748627,0.03691573441028595,0.16759300231933594,0.052153006196022034,0.05098759010434151,0.05648447573184967
b10_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b10_entity_swap,hallucinated_b10_entity_swap,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: A synonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.633307158946991,b10,-1.3591872,0.02308288,3.5571935,7.3027186,0.40686479210853577,0.11272545158863068,0.2941393405199051,0.11272545158863068,0.01912052556872368,0.40686479210853577,0.10325693339109421,0.025440597906708717
b10_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b10_numeric_distortion,hallucinated_b10_numeric_distortion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An antonym is a word with two opposite meanings at once. Supporting note: This concept is taught in basic vocabulary study.,0.3355739712715149,b10,-0.066001475,0.8267599,7.213459,7.2990885,0.28688332438468933,0.12971597909927368,0.15716734528541565,0.12971597909927368,0.016043534502387047,0.08252576738595963,0.28688332438468933,0.10878963768482208
b10_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b10_role_inversion,hallucinated_b10_role_inversion,Claim: An antonym is a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,Claim: An opposite meaning is a word with an antonym rather than an antonym being a word with an opposite meaning. Supporting note: This concept is taught in basic vocabulary study.,0.3661818504333496,b10,0.56046224,0.029823393,6.9675565,10.490003,0.19758452475070953,0.11969863623380661,0.07788588851690292,0.11969863623380661,0.007374702021479607,0.015198534354567528,0.06730320304632187,0.19758452475070953
