source_files,prompt_id,broad_family,subfamily,trace_count,correct_count,incorrect_count,uncertain_count,prompt,expected_answer,inferred_subfamily,parser_success,fragility_reason,parsed_entity_count,parsed_ordering_len,question,clean_status
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_015,arithmetic,average_speed,3,3,0,0,"Solve step by step: A delivery van travels 84 km in 1.5 hours, stops, then travels 126 km in 2.5 hours. Ignoring the stop time, what is the average speed while moving?",52.5,average_speed,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_016,arithmetic,average_speed,3,3,0,0,Solve step by step: A bus travels 40 km in 1 hour and then 80 km in 2 hours. What is the average speed over the whole route?,40.0,average_speed,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_017,arithmetic,average_speed,3,3,0,0,Solve step by step: A boat moves 24 miles in 2 hours and then 18 miles in 1 hour. What is the average speed for the full trip?,14.0,average_speed,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_018,arithmetic,average_speed,3,3,0,0,Solve step by step: A hiker walks 6 km in 1.5 hours and then 10 km in 2.5 hours. What is the average speed across the hike?,4.0,average_speed,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_021,arithmetic,combine_subtract,3,3,0,0,"Solve step by step: A student fundraiser collected 68 dollars in the morning and 57 dollars in the afternoon. If 22 dollars were used to buy posters, how much money remained?",103.0,combine_subtract,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_022,arithmetic,combine_subtract,3,3,0,0,"Solve step by step: A food bank received 185 cans on Monday and 146 cans on Tuesday. If 73 cans were distributed that evening, how many cans remained?",258.0,combine_subtract,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_023,arithmetic,combine_subtract,3,3,0,0,"Solve step by step: A theater sold 214 tickets online and 167 tickets at the door. If 58 tickets were refunded, how many tickets stayed sold?",323.0,combine_subtract,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_024,arithmetic,inverse_linear,3,0,3,0,Solve step by step: A number is multiplied by 6 and then 8 is subtracted to get 40. What is the original number?,,inverse_linear,False,arithmetic parser could not infer expected answer,,,,parser_fragile
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_025,arithmetic,inverse_linear,3,3,0,0,Solve step by step: A number is divided by 5 and then 9 is added to get 16. What is the original number?,35.0,inverse_linear,True,,,,,single_outcome
data/raw/traces_arithmetic_expansion_large_oracle.jsonl,arith_026,arithmetic,inverse_linear,3,0,3,0,"Solve step by step: A number is multiplied by 4, then 13 is added, and the result is 81. What is the original number?",,inverse_linear,False,arithmetic parser could not infer expected answer,,,,parser_fragile
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_001,causal,chain_propagation,3,2,1,0,"Reason step by step: In a toy ecosystem, when rainfall drops, plant growth falls. When plant growth falls, rabbit population later falls. If rainfall drops this month, what likely happens next over the following steps?",rabbit population falls,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_002,causal,gated_condition,3,3,0,0,"Reason step by step: A circuit's alarm triggers only if both the sensor fails and the backup is off. The sensor failed, but the backup stayed on. Does the alarm trigger?",alarm does not trigger,gated_condition,True,,,,,single_outcome
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_003,causal,chain_propagation,3,2,1,0,"Reason step by step: When road ice increases, vehicle speed decreases. When vehicle speed decreases, traffic delay increases. If overnight temperatures fall below freezing, what chain of effects is likely?",traffic delay increases,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_004,causal,chain_propagation,3,2,1,0,"Reason step by step: If water temperature rises, dissolved oxygen falls. When dissolved oxygen falls, fish stress rises. What likely happens after a heat spike in the pond?",fish stress rises,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_005,causal,chain_propagation,3,2,1,0,"Reason step by step: In a toy market, when supply drops, price rises. When price rises sharply, demand later softens. If a factory shutdown reduces supply, what sequence is most likely?",demand softens,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_006,causal,gated_condition,3,2,1,0,"Reason step by step: A lamp turns on only if power is available and the bulb is working. Power is available, but the bulb is broken. What happens?",lamp remains off,gated_condition,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_007,causal,chain_propagation,3,1,2,0,"Reason step by step: If the server overheats, processing slows. If processing slows, request backlog grows. If cooling fails, what happens next?",request backlog grows,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_008,causal,chain_propagation,3,0,3,0,"Reason step by step: When soil dries, plants wilt. When plants wilt, shade coverage decreases. If a drought continues, what later change is expected?",shade coverage decreases,chain_propagation,True,,,,,single_outcome
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_009,causal,chain_propagation,3,2,1,0,"Reason step by step: If upstream contamination rises, downstream filtration load rises. If filtration load rises too far, output purity falls. What follows from a major upstream spill?",output purity falls,chain_propagation,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_010,causal,gated_condition,3,2,1,0,"Reason step by step: In a toy chemistry setup, if reactant A is missing, product B is not formed. If product B is not formed, the indicator stays blue. If reactant A is absent, what happens?",indicator stays blue,gated_condition,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_011,causal,chain_propagation,3,3,0,0,"Reason step by step: If a freezer loses power, ice begins melting. If ice melts, water collects at the bottom. What is the likely sequence after power loss?",water collects at the bottom,chain_propagation,True,,,,,single_outcome
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_021,causal,gated_condition,3,1,2,0,"Reason step by step: A toy door opens only if the code is correct and the lock has power. The code is correct, but the lock has no power. Does the door open?",door does not open,gated_condition,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_022,causal,gated_condition,3,1,2,0,"Reason step by step: A greenhouse fan starts only if the switch is on and electricity is available. The switch is on, but electricity is unavailable. What happens?",fan does not start,gated_condition,True,,,,,clean_mixed
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_023,causal,gated_condition,3,0,3,0,"Reason step by step: A rover transmits data only if the antenna is connected and the battery is charged. The antenna is connected, but the battery is empty. Does transmission occur?",transmission does not occur,gated_condition,True,,,,,single_outcome
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_024,causal,gated_condition,3,0,3,0,"Reason step by step: A safety valve releases pressure only if the sensor detects overload and the release channel is clear. The sensor detects overload, but the channel is blocked. What happens?",pressure is not released,gated_condition,True,,,,,single_outcome
data/raw/traces_causal_subfamily_expanded_oracle.jsonl,causal_025,causal,gated_condition,3,0,3,0,"Reason step by step: In a toy lab, product C forms only if enzyme X is present and substrate Y is available. Enzyme X is present, but substrate Y is missing. What happens to product C?",product c is not formed,gated_condition,True,,,,,single_outcome
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_001,temporal,query_extraction,9,4,5,0,Reason step by step: Mina arrived before Joon. Joon arrived after Sora. Who arrived first?,Mina,query_extraction,True,,3.0,3.0,Who arrived first?,clean_mixed
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_002,temporal,query_extraction,9,7,2,0,"Reason step by step: Event A happened before Event B, and Event B happened before Event C. Which event happened last?",C,query_extraction,True,,3.0,3.0,Which event happened last?,clean_mixed
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_003,temporal,full_ordering,3,3,0,0,Reason step by step: Event A happened after Event B but before Event C. Event D happened before Event B. Order the four events from earliest to latest.,D,full_ordering,True,,5.0,5.0,Order the four events from earliest to latest.,single_outcome
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_004,temporal,full_ordering,3,0,3,0,Reason step by step: A meeting started after breakfast but before lunch. A phone call happened before breakfast. Put the events in order.,A -> Put,full_ordering,True,,2.0,2.0,Put the events in order.,single_outcome
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_005,temporal,full_ordering,3,3,0,0,Reason step by step: Task W finished after Task X but before Task Y. Task Z finished before Task X. Order all tasks from earliest to latest.,Order,full_ordering,True,,6.0,6.0,Order all tasks from earliest to latest.,single_outcome
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_006,temporal,query_extraction,9,1,8,0,Reason step by step: Jisoo left home after Minho but before Ara. Who left earliest?,Minho,query_extraction,True,,3.0,3.0,Who left earliest?,clean_mixed
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_007,temporal,full_ordering,3,0,3,0,Reason step by step: Chapter 3 was read after Chapter 1 but before Chapter 4. Chapter 2 was read after Chapter 1 and before Chapter 3. Order the chapters.,Chapter -> Order,full_ordering,True,,2.0,2.0,Order the chapters.,single_outcome
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_008,temporal,full_ordering,3,0,3,0,Reason step by step: The seed sprouted after planting but before the first leaf appeared. Rain came before planting. Order the events.,Order -> Rain -> The,full_ordering,True,,3.0,3.0,Order the events.,single_outcome
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_009,temporal,full_ordering,3,0,3,0,Reason step by step: Machine check happened before startup. Startup happened before warmup. Calibration happened after warmup. Put all four stages in order.,Calibration -> Machine -> Put -> Startup,full_ordering,True,,4.0,4.0,Put all four stages in order.,single_outcome
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_010,temporal,full_ordering,3,0,3,0,Reason step by step: Concert rehearsal ended before dinner. Ticket check happened before rehearsal. Cleanup happened after dinner. Order the events.,Cleanup -> Concert -> Order -> Ticket,full_ordering,True,,4.0,4.0,Order the events.,single_outcome
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_011,temporal,query_extraction,9,2,7,0,"Reason step by step: Nari finished before Daeho, and Daeho finished before Sujin. Who finished second?",Daeho,query_extraction,True,,3.0,3.0,Who finished second?,clean_mixed
data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_012,temporal,full_ordering,3,0,3,0,Reason step by step: Package scanning happened after pickup but before sorting. Delivery happened after sorting. Order the package stages.,Delivery -> Order -> Package,full_ordering,True,,3.0,3.0,Order the package stages.,single_outcome
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_015,temporal,query_extraction,9,0,9,0,"Reason step by step: Warmup was after registration, the main event was after warmup, and awards were after the main event. Which event was second?",Warmup,query_extraction,False,query prompt has too few parsed entities,1.0,1.0,Which event was second?,parser_fragile
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_016,temporal,query_extraction,9,3,6,0,Reason step by step: Hana ate lunch after class but before practice. What happened in the middle?,Hana,query_extraction,False,query prompt has too few parsed entities,1.0,1.0,What happened in the middle?,parser_fragile
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_020,temporal,query_extraction,9,5,4,0,"Reason step by step: Boarding happened after security, security after check-in, and takeoff after boarding. Which stage was third?",Boarding,query_extraction,False,query prompt has too few parsed entities,1.0,1.0,Which stage was third?,parser_fragile
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_021,temporal,query_extraction,9,1,8,0,Reason step by step: Lena arrived after Noor but before Priya. Who arrived in the middle?,Lena,query_extraction,True,,3.0,3.0,Who arrived in the middle?,clean_mixed
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_022,temporal,query_extraction,9,0,9,0,"Reason step by step: Stage A happened before Stage B, Stage B before Stage C, and Stage C before Stage D. Which stage was third?",C,query_extraction,True,,4.0,4.0,Which stage was third?,single_outcome
data/raw/traces_query_extraction_combined_fixed.jsonl;data/raw/traces_temporal_subfamily_expanded_v2_oracle_fixed.jsonl,temporal_023,temporal,query_extraction,9,0,9,0,"Reason step by step: Kai ate breakfast before class, and class finished before practice. What happened last?",Kai,query_extraction,False,query prompt has too few parsed entities,1.0,1.0,What happened last?,parser_fragile
